"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH","BASEFLOW","QUICKFLOW","RATIO"
"1300",1300,"24/07/1997",5.5,1997-07-24,1997,"1997",7,"Jul",30,205,31,3.164,2.336,0.425
"1301",1301,"25/07/1997",5.1,1997-07-25,1997,"1997",7,"Jul",30,206,31,3.228,1.872,0.367
"1302",1302,"26/07/1997",4.8,1997-07-26,1997,"1997",7,"Jul",30,207,31,3.284,1.516,0.316
"1303",1303,"27/07/1997",4.7,1997-07-27,1997,"1997",7,"Jul",30,208,31,3.334,1.366,0.291
"1304",1304,"28/07/1997",4.9,1997-07-28,1997,"1997",7,"Jul",30,209,31,3.376,1.524,0.311
"1305",1305,"29/07/1997",4.9,1997-07-29,1997,"1997",7,"Jul",30,210,31,3.412,1.488,0.304
"1306",1306,"30/07/1997",5.4,1997-07-30,1997,"1997",7,"Jul",31,211,31,3.441,1.959,0.363
"1307",1307,"31/07/1997",4.5,1997-07-31,1997,"1997",7,"Jul",31,212,31,3.463,1.037,0.23
"1308",1308,"01/08/1997",4.2,1997-08-01,1997,"1997",8,"Aug",31,213,31,3.479,0.721,0.172
"1309",1309,"02/08/1997",4,1997-08-02,1997,"1997",8,"Aug",31,214,31,3.49,0.51,0.128
"1310",1310,"03/08/1997",3.6,1997-08-03,1997,"1997",8,"Aug",31,215,31,3.499,0.101,0.028
"1311",1311,"04/08/1997",27.3,1997-08-04,1997,"1997",8,"Aug",31,216,31,3.54,23.76,0.87
"1312",1312,"05/08/1997",19.9,1997-08-05,1997,"1997",8,"Aug",31,217,31,3.642,16.258,0.817
"1313",1313,"06/08/1997",9.7,1997-08-06,1997,"1997",8,"Aug",32,218,31,3.763,5.937,0.612
"1314",1314,"07/08/1997",8.2,1997-08-07,1997,"1997",8,"Aug",32,219,31,3.869,4.331,0.528
"1315",1315,"08/08/1997",7.3,1997-08-08,1997,"1997",8,"Aug",32,220,31,3.957,3.343,0.458
"1316",1316,"09/08/1997",6.9,1997-08-09,1997,"1997",8,"Aug",32,221,31,4.027,2.873,0.416
"1317",1317,"10/08/1997",6.4,1997-08-10,1997,"1997",8,"Aug",32,222,31,4.081,2.319,0.362
"1318",1318,"11/08/1997",5.6,1997-08-11,1997,"1997",8,"Aug",32,223,31,4.121,1.479,0.264
"1319",1319,"12/08/1997",5.1,1997-08-12,1997,"1997",8,"Aug",32,224,31,4.152,0.948,0.186
"1320",1320,"13/08/1997",5.6,1997-08-13,1997,"1997",8,"Aug",33,225,31,4.176,1.424,0.254
"1321",1321,"14/08/1997",5.4,1997-08-14,1997,"1997",8,"Aug",33,226,31,4.195,1.205,0.223
"1322",1322,"15/08/1997",7.5,1997-08-15,1997,"1997",8,"Aug",33,227,31,4.207,3.293,0.439
"1323",1323,"16/08/1997",5.4,1997-08-16,1997,"1997",8,"Aug",33,228,31,4.213,1.187,0.22
"1324",1324,"17/08/1997",4.8,1997-08-17,1997,"1997",8,"Aug",33,229,31,4.186,0.614,0.128
"1325",1325,"18/08/1997",6.1,1997-08-18,1997,"1997",8,"Aug",33,230,31,4.134,1.966,0.322
"1326",1326,"19/08/1997",6.1,1997-08-19,1997,"1997",8,"Aug",33,231,31,4.073,2.027,0.332
"1327",1327,"20/08/1997",4.8,1997-08-20,1997,"1997",8,"Aug",34,232,31,4.008,0.792,0.165
"1328",1328,"21/08/1997",4.4,1997-08-21,1997,"1997",8,"Aug",34,233,31,3.96,0.44,0.1
"1329",1329,"22/08/1997",4.9,1997-08-22,1997,"1997",8,"Aug",34,234,31,3.923,0.977,0.199
"1330",1330,"23/08/1997",5.6,1997-08-23,1997,"1997",8,"Aug",34,235,31,3.881,1.719,0.307
"1331",1331,"24/08/1997",4.9,1997-08-24,1997,"1997",8,"Aug",34,236,31,3.83,1.07,0.218
"1332",1332,"25/08/1997",3.9,1997-08-25,1997,"1997",8,"Aug",34,237,31,3.798,0.102,0.026
"1333",1333,"26/08/1997",4.2,1997-08-26,1997,"1997",8,"Aug",34,238,31,3.789,0.411,0.098
"1334",1334,"27/08/1997",4.5,1997-08-27,1997,"1997",8,"Aug",35,239,31,3.778,0.722,0.16
"1335",1335,"28/08/1997",5,1997-08-28,1997,"1997",8,"Aug",35,240,31,3.762,1.238,0.248
"1336",1336,"29/08/1997",6.1,1997-08-29,1997,"1997",8,"Aug",35,241,31,3.738,2.362,0.387
"1337",1337,"30/08/1997",4.7,1997-08-30,1997,"1997",8,"Aug",35,242,31,3.703,0.997,0.212
"1338",1338,"31/08/1997",4.8,1997-08-31,1997,"1997",8,"Aug",35,243,31,3.66,1.14,0.238
"1339",1339,"01/09/1997",4.2,1997-09-01,1997,"1997",9,"Sep",35,244,30,3.614,0.586,0.14
"1340",1340,"02/09/1997",4.2,1997-09-02,1997,"1997",9,"Sep",35,245,30,3.566,0.634,0.151
"1341",1341,"03/09/1997",4.6,1997-09-03,1997,"1997",9,"Sep",36,246,30,3.514,1.086,0.236
"1342",1342,"04/09/1997",5.6,1997-09-04,1997,"1997",9,"Sep",36,247,30,3.455,2.145,0.383
"1343",1343,"05/09/1997",3.7,1997-09-05,1997,"1997",9,"Sep",36,248,30,3.411,0.289,0.078
"1344",1344,"06/09/1997",3.4,1997-09-06,1997,"1997",9,"Sep",36,249,30,3.4,0,0
"1345",1345,"07/09/1997",6.7,1997-09-07,1997,"1997",9,"Sep",36,250,30,3.405,3.295,0.492
"1346",1346,"08/09/1997",4.9,1997-09-08,1997,"1997",9,"Sep",36,251,30,3.42,1.48,0.302
"1347",1347,"09/09/1997",4.5,1997-09-09,1997,"1997",9,"Sep",36,252,30,3.441,1.059,0.235
"1348",1348,"10/09/1997",4,1997-09-10,1997,"1997",9,"Sep",37,253,30,3.461,0.539,0.135
"1349",1349,"11/09/1997",7.8,1997-09-11,1997,"1997",9,"Sep",37,254,30,3.479,4.321,0.554
"1350",1350,"12/09/1997",4.9,1997-09-12,1997,"1997",9,"Sep",37,255,30,3.494,1.406,0.287
"1351",1351,"13/09/1997",4.4,1997-09-13,1997,"1997",9,"Sep",37,256,30,3.505,0.895,0.203
"1352",1352,"14/09/1997",3.6,1997-09-14,1997,"1997",9,"Sep",37,257,30,3.513,0.087,0.024
"1353",1353,"15/09/1997",3.6,1997-09-15,1997,"1997",9,"Sep",37,258,30,3.52,0.08,0.022
"1354",1354,"16/09/1997",9.3,1997-09-16,1997,"1997",9,"Sep",37,259,30,3.534,5.766,0.62
"1355",1355,"17/09/1997",6,1997-09-17,1997,"1997",9,"Sep",38,260,30,3.565,2.435,0.406
"1356",1356,"18/09/1997",8,1997-09-18,1997,"1997",9,"Sep",38,261,30,3.614,4.386,0.548
"1357",1357,"19/09/1997",7.6,1997-09-19,1997,"1997",9,"Sep",38,262,30,3.676,3.924,0.516
"1358",1358,"20/09/1997",7.2,1997-09-20,1997,"1997",9,"Sep",38,263,30,3.752,3.448,0.479
"1359",1359,"21/09/1997",6.8,1997-09-21,1997,"1997",9,"Sep",38,264,30,3.836,2.964,0.436
"1360",1360,"22/09/1997",6.4,1997-09-22,1997,"1997",9,"Sep",38,265,30,3.92,2.48,0.387
"1361",1361,"23/09/1997",6,1997-09-23,1997,"1997",9,"Sep",38,266,30,3.996,2.004,0.334
"1362",1362,"24/09/1997",5.6,1997-09-24,1997,"1997",9,"Sep",39,267,30,4.066,1.534,0.274
"1363",1363,"25/09/1997",6.4,1997-09-25,1997,"1997",9,"Sep",39,268,30,4.129,2.271,0.355
"1364",1364,"26/09/1997",8.3,1997-09-26,1997,"1997",9,"Sep",39,269,30,4.184,4.116,0.496
"1365",1365,"27/09/1997",6.8,1997-09-27,1997,"1997",9,"Sep",39,270,30,4.232,2.568,0.378
"1366",1366,"28/09/1997",7,1997-09-28,1997,"1997",9,"Sep",39,271,30,4.272,2.728,0.39
"1367",1367,"29/09/1997",7,1997-09-29,1997,"1997",9,"Sep",39,272,30,4.303,2.697,0.385
"1368",1368,"30/09/1997",5.5,1997-09-30,1997,"1997",9,"Sep",39,273,30,4.326,1.174,0.213
"1369",1369,"01/10/1997",5.3,1997-10-01,1997,"1997",10,"Oct",40,274,31,4.341,0.959,0.181
"1370",1370,"02/10/1997",5,1997-10-02,1997,"1997",10,"Oct",40,275,31,4.351,0.649,0.13
"1371",1371,"03/10/1997",4.8,1997-10-03,1997,"1997",10,"Oct",40,276,31,4.357,0.443,0.092
"1372",1372,"04/10/1997",4.5,1997-10-04,1997,"1997",10,"Oct",40,277,31,4.36,0.14,0.031
"1373",1373,"05/10/1997",6.5,1997-10-05,1997,"1997",10,"Oct",40,278,31,4.362,2.138,0.329
"1374",1374,"06/10/1997",7,1997-10-06,1997,"1997",10,"Oct",40,279,31,4.355,2.645,0.378
"1375",1375,"07/10/1997",5,1997-10-07,1997,"1997",10,"Oct",40,280,31,4.32,0.68,0.136
"1376",1376,"08/10/1997",4.3,1997-10-08,1997,"1997",10,"Oct",41,281,31,4.3,0,0
"1377",1377,"09/10/1997",7.9,1997-10-09,1997,"1997",10,"Oct",41,282,31,4.305,3.595,0.455
"1378",1378,"10/10/1997",9.1,1997-10-10,1997,"1997",10,"Oct",41,283,31,4.326,4.774,0.525
"1379",1379,"11/10/1997",13.7,1997-10-11,1997,"1997",10,"Oct",41,284,31,4.376,9.324,0.681
"1380",1380,"12/10/1997",8.2,1997-10-12,1997,"1997",10,"Oct",41,285,31,4.455,3.745,0.457
"1381",1381,"13/10/1997",7.3,1997-10-13,1997,"1997",10,"Oct",41,286,31,4.543,2.757,0.378
"1382",1382,"14/10/1997",10.9,1997-10-14,1997,"1997",10,"Oct",41,287,31,4.622,6.278,0.576
"1383",1383,"15/10/1997",7.7,1997-10-15,1997,"1997",10,"Oct",42,288,31,4.693,3.007,0.391
"1384",1384,"16/10/1997",9.2,1997-10-16,1997,"1997",10,"Oct",42,289,31,4.754,4.446,0.483
"1385",1385,"17/10/1997",7.6,1997-10-17,1997,"1997",10,"Oct",42,290,31,4.804,2.796,0.368
"1386",1386,"18/10/1997",8.2,1997-10-18,1997,"1997",10,"Oct",42,291,31,4.844,3.356,0.409
"1387",1387,"19/10/1997",10.7,1997-10-19,1997,"1997",10,"Oct",42,292,31,4.872,5.828,0.545
"1388",1388,"20/10/1997",10.2,1997-10-20,1997,"1997",10,"Oct",42,293,31,4.888,5.312,0.521
"1389",1389,"21/10/1997",6.9,1997-10-21,1997,"1997",10,"Oct",42,294,31,4.837,2.063,0.299
"1390",1390,"22/10/1997",8.4,1997-10-22,1997,"1997",10,"Oct",43,295,31,4.668,3.732,0.444
"1391",1391,"23/10/1997",7,1997-10-23,1997,"1997",10,"Oct",43,296,31,4.481,2.519,0.36
"1392",1392,"24/10/1997",6.5,1997-10-24,1997,"1997",10,"Oct",43,297,31,4.297,2.203,0.339
"1393",1393,"25/10/1997",5.4,1997-10-25,1997,"1997",10,"Oct",43,298,31,4.163,1.237,0.229
"1394",1394,"26/10/1997",5,1997-10-26,1997,"1997",10,"Oct",43,299,31,4.078,0.922,0.184
"1395",1395,"27/10/1997",5.5,1997-10-27,1997,"1997",10,"Oct",43,300,31,4.003,1.497,0.272
"1396",1396,"28/10/1997",5.4,1997-10-28,1997,"1997",10,"Oct",43,301,31,3.919,1.481,0.274
"1397",1397,"29/10/1997",6.3,1997-10-29,1997,"1997",10,"Oct",44,302,31,3.825,2.475,0.393
"1398",1398,"30/10/1997",4.6,1997-10-30,1997,"1997",10,"Oct",44,303,31,3.742,0.858,0.187
"1399",1399,"31/10/1997",4.4,1997-10-31,1997,"1997",10,"Oct",44,304,31,3.68,0.72,0.164
"1400",1400,"01/11/1997",4.2,1997-11-01,1997,"1997",11,"Nov",44,305,30,3.63,0.57,0.136
"1401",1401,"02/11/1997",4.3,1997-11-02,1997,"1997",11,"Nov",44,306,30,3.583,0.717,0.167
"1402",1402,"03/11/1997",4.4,1997-11-03,1997,"1997",11,"Nov",44,307,30,3.533,0.867,0.197
"1403",1403,"04/11/1997",4.9,1997-11-04,1997,"1997",11,"Nov",44,308,30,3.476,1.424,0.291
"1404",1404,"05/11/1997",4.8,1997-11-05,1997,"1997",11,"Nov",45,309,30,3.412,1.388,0.289
"1405",1405,"06/11/1997",4.3,1997-11-06,1997,"1997",11,"Nov",45,310,30,3.34,0.96,0.223
"1406",1406,"07/11/1997",3.9,1997-11-07,1997,"1997",11,"Nov",45,311,30,3.278,0.622,0.159
"1407",1407,"08/11/1997",6.2,1997-11-08,1997,"1997",11,"Nov",45,312,30,3.225,2.975,0.48
"1408",1408,"09/11/1997",5.3,1997-11-09,1997,"1997",11,"Nov",45,313,30,3.157,2.143,0.404
"1409",1409,"10/11/1997",3.8,1997-11-10,1997,"1997",11,"Nov",45,314,30,3.092,0.708,0.186
"1410",1410,"11/11/1997",4.9,1997-11-11,1997,"1997",11,"Nov",45,315,30,3.033,1.867,0.381
"1411",1411,"12/11/1997",7.8,1997-11-12,1997,"1997",11,"Nov",46,316,30,2.96,4.84,0.621
"1412",1412,"13/11/1997",9.1,1997-11-13,1997,"1997",11,"Nov",46,317,30,2.86,6.24,0.686
"1413",1413,"14/11/1997",5.4,1997-11-14,1997,"1997",11,"Nov",46,318,30,2.73,2.67,0.494
"1414",1414,"15/11/1997",4.5,1997-11-15,1997,"1997",11,"Nov",46,319,30,2.583,1.917,0.426
"1415",1415,"16/11/1997",3.8,1997-11-16,1997,"1997",11,"Nov",46,320,30,2.456,1.344,0.354
"1416",1416,"17/11/1997",3.3,1997-11-17,1997,"1997",11,"Nov",46,321,30,2.367,0.933,0.283
"1417",1417,"18/11/1997",3.2,1997-11-18,1997,"1997",11,"Nov",46,322,30,2.296,0.904,0.282
"1418",1418,"19/11/1997",3.1,1997-11-19,1997,"1997",11,"Nov",47,323,30,2.226,0.874,0.282
"1419",1419,"20/11/1997",3.2,1997-11-20,1997,"1997",11,"Nov",47,324,30,2.155,1.045,0.327
"1420",1420,"21/11/1997",2.7,1997-11-21,1997,"1997",11,"Nov",47,325,30,2.095,0.605,0.224
"1421",1421,"22/11/1997",2.5,1997-11-22,1997,"1997",11,"Nov",47,326,30,2.054,0.446,0.178
"1422",1422,"23/11/1997",2.3,1997-11-23,1997,"1997",11,"Nov",47,327,30,2.026,0.274,0.119
"1423",1423,"24/11/1997",2.2,1997-11-24,1997,"1997",11,"Nov",47,328,30,2.007,0.193,0.088
"1424",1424,"25/11/1997",2,1997-11-25,1997,"1997",11,"Nov",47,329,30,2,0,0
"1425",1425,"26/11/1997",7.9,1997-11-26,1997,"1997",11,"Nov",48,330,30,2.008,5.892,0.746
"1426",1426,"27/11/1997",5.2,1997-11-27,1997,"1997",11,"Nov",48,331,30,2.036,3.164,0.608
"1427",1427,"28/11/1997",4.4,1997-11-28,1997,"1997",11,"Nov",48,332,30,2.081,2.319,0.527
"1428",1428,"29/11/1997",7.4,1997-11-29,1997,"1997",11,"Nov",48,333,30,2.129,5.271,0.712
"1429",1429,"30/11/1997",7.3,1997-11-30,1997,"1997",11,"Nov",48,334,30,2.173,5.127,0.702
"1430",1430,"01/12/1997",6.6,1997-12-01,1997,"1997",12,"Dec",48,335,31,2.209,4.391,0.665
"1431",1431,"02/12/1997",4.5,1997-12-02,1997,"1997",12,"Dec",48,336,31,2.238,2.262,0.503
"1432",1432,"03/12/1997",3.7,1997-12-03,1997,"1997",12,"Dec",49,337,31,2.259,1.441,0.389
"1433",1433,"04/12/1997",3.3,1997-12-04,1997,"1997",12,"Dec",49,338,31,2.271,1.029,0.312
"1434",1434,"05/12/1997",3.1,1997-12-05,1997,"1997",12,"Dec",49,339,31,2.276,0.824,0.266
"1435",1435,"06/12/1997",3.1,1997-12-06,1997,"1997",12,"Dec",49,340,31,2.246,0.854,0.275
"1436",1436,"07/12/1997",2.9,1997-12-07,1997,"1997",12,"Dec",49,341,31,2.185,0.715,0.247
"1437",1437,"08/12/1997",2.7,1997-12-08,1997,"1997",12,"Dec",49,342,31,2.135,0.565,0.209
"1438",1438,"09/12/1997",2.7,1997-12-09,1997,"1997",12,"Dec",49,343,31,2.09,0.61,0.226
"1439",1439,"10/12/1997",2.5,1997-12-10,1997,"1997",12,"Dec",50,344,31,2.048,0.452,0.181
"1440",1440,"11/12/1997",2.4,1997-12-11,1997,"1997",12,"Dec",50,345,31,2.016,0.384,0.16
"1441",1441,"12/12/1997",2.4,1997-12-12,1997,"1997",12,"Dec",50,346,31,1.984,0.416,0.173
"1442",1442,"13/12/1997",2.2,1997-12-13,1997,"1997",12,"Dec",50,347,31,1.959,0.241,0.11
"1443",1443,"14/12/1997",2.1,1997-12-14,1997,"1997",12,"Dec",50,348,31,1.943,0.157,0.075
"1444",1444,"15/12/1997",2.6,1997-12-15,1997,"1997",12,"Dec",50,349,31,1.93,0.67,0.258
"1445",1445,"16/12/1997",2.8,1997-12-16,1997,"1997",12,"Dec",50,350,31,1.913,0.887,0.317
"1446",1446,"17/12/1997",2.8,1997-12-17,1997,"1997",12,"Dec",51,351,31,1.891,0.909,0.325
"1447",1447,"18/12/1997",2.7,1997-12-18,1997,"1997",12,"Dec",51,352,31,1.863,0.837,0.31
"1448",1448,"19/12/1997",3,1997-12-19,1997,"1997",12,"Dec",51,353,31,1.83,1.17,0.39
"1449",1449,"20/12/1997",2.4,1997-12-20,1997,"1997",12,"Dec",51,354,31,1.791,0.609,0.254
"1450",1450,"21/12/1997",2.3,1997-12-21,1997,"1997",12,"Dec",51,355,31,1.748,0.552,0.24
"1451",1451,"22/12/1997",2.2,1997-12-22,1997,"1997",12,"Dec",51,356,31,1.708,0.492,0.224
"1452",1452,"23/12/1997",2.1,1997-12-23,1997,"1997",12,"Dec",51,357,31,1.672,0.428,0.204
"1453",1453,"24/12/1997",1.9,1997-12-24,1997,"1997",12,"Dec",52,358,31,1.645,0.255,0.134
"1454",1454,"25/12/1997",1.8,1997-12-25,1997,"1997",12,"Dec",52,359,31,1.629,0.171,0.095
"1455",1455,"26/12/1997",1.8,1997-12-26,1997,"1997",12,"Dec",52,360,31,1.615,0.185,0.103
"1456",1456,"27/12/1997",1.7,1997-12-27,1997,"1997",12,"Dec",52,361,31,1.604,0.096,0.056
"1457",1457,"28/12/1997",1.6,1997-12-28,1997,"1997",12,"Dec",52,362,31,1.6,0,0
"1458",1458,"29/12/1997",2.6,1997-12-29,1997,"1997",12,"Dec",52,363,31,1.601,0.999,0.384
"1459",1459,"30/12/1997",13.8,1997-12-30,1997,"1997",12,"Dec",52,364,31,1.623,12.177,0.882
"1460",1460,"31/12/1997",13.7,1997-12-31,1997,"1997",12,"Dec",53,365,31,1.693,12.007,0.876
"1461",1461,"01/01/1998",8.1,1998-01-01,1998,"1998",1,"Jan",1,1,31,1.812,6.288,0.776
"1462",1462,"02/01/1998",6.4,1998-01-02,1998,"1998",1,"Jan",1,2,31,1.94,4.46,0.697
"1463",1463,"03/01/1998",5.8,1998-01-03,1998,"1998",1,"Jan",1,3,31,2.058,3.742,0.645
"1464",1464,"04/01/1998",5.7,1998-01-04,1998,"1998",1,"Jan",1,4,31,2.163,3.537,0.621
"1465",1465,"05/01/1998",5,1998-01-05,1998,"1998",1,"Jan",1,5,31,2.256,2.744,0.549
"1466",1466,"06/01/1998",4.7,1998-01-06,1998,"1998",1,"Jan",1,6,31,2.337,2.363,0.503
"1467",1467,"07/01/1998",4.5,1998-01-07,1998,"1998",1,"Jan",1,7,31,2.407,2.093,0.465
"1468",1468,"08/01/1998",4.2,1998-01-08,1998,"1998",1,"Jan",2,8,31,2.465,1.735,0.413
"1469",1469,"09/01/1998",4.2,1998-01-09,1998,"1998",1,"Jan",2,9,31,2.512,1.688,0.402
"1470",1470,"10/01/1998",4,1998-01-10,1998,"1998",1,"Jan",2,10,31,2.549,1.451,0.363
"1471",1471,"11/01/1998",3.9,1998-01-11,1998,"1998",1,"Jan",2,11,31,2.577,1.323,0.339
"1472",1472,"12/01/1998",3.9,1998-01-12,1998,"1998",1,"Jan",2,12,31,2.597,1.303,0.334
"1473",1473,"13/01/1998",3.6,1998-01-13,1998,"1998",1,"Jan",2,13,31,2.61,0.99,0.275
"1474",1474,"14/01/1998",3.6,1998-01-14,1998,"1998",1,"Jan",2,14,31,2.616,0.984,0.273
"1475",1475,"15/01/1998",3.4,1998-01-15,1998,"1998",1,"Jan",3,15,31,2.586,0.814,0.239
"1476",1476,"16/01/1998",3.6,1998-01-16,1998,"1998",1,"Jan",3,16,31,2.52,1.08,0.3
"1477",1477,"17/01/1998",3.5,1998-01-17,1998,"1998",1,"Jan",3,17,31,2.448,1.052,0.301
"1478",1478,"18/01/1998",3.3,1998-01-18,1998,"1998",1,"Jan",3,18,31,2.374,0.926,0.281
"1479",1479,"19/01/1998",3.2,1998-01-19,1998,"1998",1,"Jan",3,19,31,2.303,0.897,0.28
"1480",1480,"20/01/1998",3.2,1998-01-20,1998,"1998",1,"Jan",3,20,31,2.23,0.97,0.303
"1481",1481,"21/01/1998",3.2,1998-01-21,1998,"1998",1,"Jan",3,21,31,2.152,1.048,0.328
"1482",1482,"22/01/1998",3.1,1998-01-22,1998,"1998",1,"Jan",4,22,31,2.071,1.029,0.332
"1483",1483,"23/01/1998",3.1,1998-01-23,1998,"1998",1,"Jan",4,23,31,1.987,1.113,0.359
"1484",1484,"24/01/1998",3,1998-01-24,1998,"1998",1,"Jan",4,24,31,1.901,1.099,0.366
"1485",1485,"25/01/1998",2.9,1998-01-25,1998,"1998",1,"Jan",4,25,31,1.816,1.084,0.374
"1486",1486,"26/01/1998",2.9,1998-01-26,1998,"1998",1,"Jan",4,26,31,1.728,1.172,0.404
"1487",1487,"27/01/1998",2.4,1998-01-27,1998,"1998",1,"Jan",4,27,31,1.653,0.747,0.311
"1488",1488,"28/01/1998",1.9,1998-01-28,1998,"1998",1,"Jan",4,28,31,1.613,0.287,0.151
"1489",1489,"29/01/1998",1.9,1998-01-29,1998,"1998",1,"Jan",5,29,31,1.59,0.31,0.163
"1490",1490,"30/01/1998",1.9,1998-01-30,1998,"1998",1,"Jan",5,30,31,1.564,0.336,0.177
"1491",1491,"31/01/1998",1.8,1998-01-31,1998,"1998",1,"Jan",5,31,31,1.541,0.259,0.144
"1492",1492,"01/02/1998",1.8,1998-02-01,1998,"1998",2,"Feb",5,32,28,1.52,0.28,0.156
"1493",1493,"02/02/1998",1.7,1998-02-02,1998,"1998",2,"Feb",5,33,28,1.502,0.198,0.116
"1494",1494,"03/02/1998",1.7,1998-02-03,1998,"1998",2,"Feb",5,34,28,1.486,0.214,0.126
"1495",1495,"04/02/1998",1.8,1998-02-04,1998,"1998",2,"Feb",5,35,28,1.468,0.332,0.184
"1496",1496,"05/02/1998",1.7,1998-02-05,1998,"1998",2,"Feb",6,36,28,1.449,0.251,0.148
"1497",1497,"06/02/1998",1.6,1998-02-06,1998,"1998",2,"Feb",6,37,28,1.433,0.167,0.104
"1498",1498,"07/02/1998",1.9,1998-02-07,1998,"1998",2,"Feb",6,38,28,1.419,0.481,0.253
"1499",1499,"08/02/1998",1.8,1998-02-08,1998,"1998",2,"Feb",6,39,28,1.403,0.397,0.221
"1500",1500,"09/02/1998",1.8,1998-02-09,1998,"1998",2,"Feb",6,40,28,1.384,0.416,0.231
"1501",1501,"10/02/1998",1.8,1998-02-10,1998,"1998",2,"Feb",6,41,28,1.362,0.438,0.243
"1502",1502,"11/02/1998",1.7,1998-02-11,1998,"1998",2,"Feb",6,42,28,1.338,0.362,0.213
"1503",1503,"12/02/1998",1.7,1998-02-12,1998,"1998",2,"Feb",7,43,28,1.312,0.388,0.228
"1504",1504,"13/02/1998",1.6,1998-02-13,1998,"1998",2,"Feb",7,44,28,1.286,0.314,0.196
"1505",1505,"14/02/1998",1.5,1998-02-14,1998,"1998",2,"Feb",7,45,28,1.265,0.235,0.157
"1506",1506,"15/02/1998",1.6,1998-02-15,1998,"1998",2,"Feb",7,46,28,1.245,0.355,0.222
"1507",1507,"16/02/1998",1.5,1998-02-16,1998,"1998",2,"Feb",7,47,28,1.225,0.275,0.183
"1508",1508,"17/02/1998",1.4,1998-02-17,1998,"1998",2,"Feb",7,48,28,1.206,0.194,0.139
"1509",1509,"18/02/1998",1.5,1998-02-18,1998,"1998",2,"Feb",7,49,28,1.19,0.31,0.207
"1510",1510,"19/02/1998",1.5,1998-02-19,1998,"1998",2,"Feb",8,50,28,1.173,0.327,0.218
"1511",1511,"20/02/1998",1.5,1998-02-20,1998,"1998",2,"Feb",8,51,28,1.153,0.347,0.231
"1512",1512,"21/02/1998",1.5,1998-02-21,1998,"1998",2,"Feb",8,52,28,1.132,0.368,0.245
"1513",1513,"22/02/1998",1.5,1998-02-22,1998,"1998",2,"Feb",8,53,28,1.108,0.392,0.261
"1514",1514,"23/02/1998",1.4,1998-02-23,1998,"1998",2,"Feb",8,54,28,1.083,0.317,0.226
"1515",1515,"24/02/1998",1.3,1998-02-24,1998,"1998",2,"Feb",8,55,28,1.061,0.239,0.184
"1516",1516,"25/02/1998",1.2,1998-02-25,1998,"1998",2,"Feb",8,56,28,1.046,0.154,0.128
"1517",1517,"26/02/1998",1.2,1998-02-26,1998,"1998",2,"Feb",9,57,28,1.033,0.167,0.139
"1518",1518,"27/02/1998",1.1,1998-02-27,1998,"1998",2,"Feb",9,58,28,1.024,0.076,0.069
"1519",1519,"28/02/1998",1.1,1998-02-28,1998,"1998",2,"Feb",9,59,28,1.018,0.082,0.075
"1520",1520,"01/03/1998",1.1,1998-03-01,1998,"1998",3,"Mar",9,60,31,1.011,0.089,0.081
"1521",1521,"02/03/1998",1.1,1998-03-02,1998,"1998",3,"Mar",9,61,31,1.004,0.096,0.087
"1522",1522,"03/03/1998",1,1998-03-03,1998,"1998",3,"Mar",9,62,31,1,0,0
"1523",1523,"04/03/1998",1.2,1998-03-04,1998,"1998",3,"Mar",9,63,31,1,0.2,0.167
"1524",1524,"05/03/1998",1.2,1998-03-05,1998,"1998",3,"Mar",10,64,31,1.001,0.199,0.166
"1525",1525,"06/03/1998",1.2,1998-03-06,1998,"1998",3,"Mar",10,65,31,1.003,0.197,0.164
"1526",1526,"07/03/1998",1.2,1998-03-07,1998,"1998",3,"Mar",10,66,31,1.006,0.194,0.162
"1527",1527,"08/03/1998",1.1,1998-03-08,1998,"1998",3,"Mar",10,67,31,1.01,0.09,0.082
"1528",1528,"09/03/1998",1.8,1998-03-09,1998,"1998",3,"Mar",10,68,31,1.014,0.786,0.437
"1529",1529,"10/03/1998",2,1998-03-10,1998,"1998",3,"Mar",10,69,31,1.022,0.978,0.489
"1530",1530,"11/03/1998",5,1998-03-11,1998,"1998",3,"Mar",10,70,31,1.036,3.964,0.793
"1531",1531,"12/03/1998",4,1998-03-12,1998,"1998",3,"Mar",11,71,31,1.052,2.948,0.737
"1532",1532,"13/03/1998",2.3,1998-03-13,1998,"1998",3,"Mar",11,72,31,1.066,1.234,0.537
"1533",1533,"14/03/1998",1.6,1998-03-14,1998,"1998",3,"Mar",11,73,31,1.076,0.524,0.328
"1534",1534,"15/03/1998",1.4,1998-03-15,1998,"1998",3,"Mar",11,74,31,1.083,0.317,0.226
"1535",1535,"16/03/1998",1.3,1998-03-16,1998,"1998",3,"Mar",11,75,31,1.088,0.212,0.163
"1536",1536,"17/03/1998",1.3,1998-03-17,1998,"1998",3,"Mar",11,76,31,1.092,0.208,0.16
"1537",1537,"18/03/1998",1.2,1998-03-18,1998,"1998",3,"Mar",11,77,31,1.094,0.106,0.088
"1538",1538,"19/03/1998",1.6,1998-03-19,1998,"1998",3,"Mar",12,78,31,1.096,0.504,0.315
"1539",1539,"20/03/1998",1.4,1998-03-20,1998,"1998",3,"Mar",12,79,31,1.097,0.303,0.216
"1540",1540,"21/03/1998",1.1,1998-03-21,1998,"1998",3,"Mar",12,80,31,1.098,0.002,0.002
