"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH"
"1069",1069,"05/12/1996",4.5,1996-12-05,1996,"1996",12,"Dec",49,340,31
"1070",1070,"06/12/1996",4.4,1996-12-06,1996,"1996",12,"Dec",49,341,31
"1071",1071,"07/12/1996",4.2,1996-12-07,1996,"1996",12,"Dec",49,342,31
"1072",1072,"08/12/1996",6.1,1996-12-08,1996,"1996",12,"Dec",49,343,31
"1073",1073,"09/12/1996",23.4,1996-12-09,1996,"1996",12,"Dec",50,344,31
"1074",1074,"10/12/1996",14,1996-12-10,1996,"1996",12,"Dec",50,345,31
"1075",1075,"11/12/1996",8.4,1996-12-11,1996,"1996",12,"Dec",50,346,31
"1076",1076,"12/12/1996",7.2,1996-12-12,1996,"1996",12,"Dec",50,347,31
"1077",1077,"13/12/1996",6.3,1996-12-13,1996,"1996",12,"Dec",50,348,31
"1078",1078,"14/12/1996",6.4,1996-12-14,1996,"1996",12,"Dec",50,349,31
"1079",1079,"15/12/1996",7.8,1996-12-15,1996,"1996",12,"Dec",50,350,31
"1080",1080,"16/12/1996",6.7,1996-12-16,1996,"1996",12,"Dec",51,351,31
"1081",1081,"17/12/1996",8.5,1996-12-17,1996,"1996",12,"Dec",51,352,31
"1082",1082,"18/12/1996",9.7,1996-12-18,1996,"1996",12,"Dec",51,353,31
"1083",1083,"19/12/1996",7.3,1996-12-19,1996,"1996",12,"Dec",51,354,31
"1084",1084,"20/12/1996",9.4,1996-12-20,1996,"1996",12,"Dec",51,355,31
"1085",1085,"21/12/1996",9.4,1996-12-21,1996,"1996",12,"Dec",51,356,31
"1086",1086,"22/12/1996",13.2,1996-12-22,1996,"1996",12,"Dec",51,357,31
"1087",1087,"23/12/1996",9.1,1996-12-23,1996,"1996",12,"Dec",52,358,31
"1088",1088,"24/12/1996",7.7,1996-12-24,1996,"1996",12,"Dec",52,359,31
"1089",1089,"25/12/1996",7,1996-12-25,1996,"1996",12,"Dec",52,360,31
"1090",1090,"26/12/1996",6.6,1996-12-26,1996,"1996",12,"Dec",52,361,31
"1091",1091,"27/12/1996",6.8,1996-12-27,1996,"1996",12,"Dec",52,362,31
"1092",1092,"28/12/1996",6,1996-12-28,1996,"1996",12,"Dec",52,363,31
"1093",1093,"29/12/1996",5.6,1996-12-29,1996,"1996",12,"Dec",52,364,31
"1094",1094,"30/12/1996",5.1,1996-12-30,1996,"1996",12,"Dec",53,365,31
"1095",1095,"31/12/1996",4.7,1996-12-31,1996,"1996",12,"Dec",53,366,31
"1096",1096,"01/01/1997",4.5,1997-01-01,1997,"1997",1,"Jan",1,1,31
"1097",1097,"02/01/1997",4.5,1997-01-02,1997,"1997",1,"Jan",1,2,31
"1098",1098,"03/01/1997",4.4,1997-01-03,1997,"1997",1,"Jan",1,3,31
"1099",1099,"04/01/1997",4.1,1997-01-04,1997,"1997",1,"Jan",1,4,31
"1100",1100,"05/01/1997",4,1997-01-05,1997,"1997",1,"Jan",1,5,31
"1101",1101,"06/01/1997",3.8,1997-01-06,1997,"1997",1,"Jan",1,6,31
"1102",1102,"07/01/1997",3.7,1997-01-07,1997,"1997",1,"Jan",1,7,31
"1103",1103,"08/01/1997",3.6,1997-01-08,1997,"1997",1,"Jan",2,8,31
"1104",1104,"09/01/1997",3.4,1997-01-09,1997,"1997",1,"Jan",2,9,31
"1105",1105,"10/01/1997",3.3,1997-01-10,1997,"1997",1,"Jan",2,10,31
"1106",1106,"11/01/1997",3.2,1997-01-11,1997,"1997",1,"Jan",2,11,31
"1107",1107,"12/01/1997",3.1,1997-01-12,1997,"1997",1,"Jan",2,12,31
"1108",1108,"13/01/1997",3,1997-01-13,1997,"1997",1,"Jan",2,13,31
"1109",1109,"14/01/1997",2.9,1997-01-14,1997,"1997",1,"Jan",2,14,31
"1110",1110,"15/01/1997",2.9,1997-01-15,1997,"1997",1,"Jan",3,15,31
"1111",1111,"16/01/1997",2.8,1997-01-16,1997,"1997",1,"Jan",3,16,31
"1112",1112,"17/01/1997",2.7,1997-01-17,1997,"1997",1,"Jan",3,17,31
"1113",1113,"18/01/1997",2.7,1997-01-18,1997,"1997",1,"Jan",3,18,31
"1114",1114,"19/01/1997",8.4,1997-01-19,1997,"1997",1,"Jan",3,19,31
"1115",1115,"20/01/1997",7.1,1997-01-20,1997,"1997",1,"Jan",3,20,31
"1116",1116,"21/01/1997",6.8,1997-01-21,1997,"1997",1,"Jan",3,21,31
"1117",1117,"22/01/1997",4.3,1997-01-22,1997,"1997",1,"Jan",4,22,31
"1118",1118,"23/01/1997",3.7,1997-01-23,1997,"1997",1,"Jan",4,23,31
"1119",1119,"24/01/1997",3.4,1997-01-24,1997,"1997",1,"Jan",4,24,31
"1120",1120,"25/01/1997",3.2,1997-01-25,1997,"1997",1,"Jan",4,25,31
"1121",1121,"26/01/1997",3,1997-01-26,1997,"1997",1,"Jan",4,26,31
"1122",1122,"27/01/1997",2.9,1997-01-27,1997,"1997",1,"Jan",4,27,31
"1123",1123,"28/01/1997",2.8,1997-01-28,1997,"1997",1,"Jan",4,28,31
"1124",1124,"29/01/1997",2.7,1997-01-29,1997,"1997",1,"Jan",5,29,31
"1125",1125,"30/01/1997",2.7,1997-01-30,1997,"1997",1,"Jan",5,30,31
"1126",1126,"31/01/1997",3.3,1997-01-31,1997,"1997",1,"Jan",5,31,31
"1127",1127,"01/02/1997",2.9,1997-02-01,1997,"1997",2,"Feb",5,32,28
"1128",1128,"02/02/1997",2.7,1997-02-02,1997,"1997",2,"Feb",5,33,28
"1129",1129,"03/02/1997",2.6,1997-02-03,1997,"1997",2,"Feb",5,34,28
"1130",1130,"04/02/1997",2.6,1997-02-04,1997,"1997",2,"Feb",5,35,28
"1131",1131,"05/02/1997",2.6,1997-02-05,1997,"1997",2,"Feb",6,36,28
"1132",1132,"06/02/1997",2.6,1997-02-06,1997,"1997",2,"Feb",6,37,28
"1133",1133,"07/02/1997",2.5,1997-02-07,1997,"1997",2,"Feb",6,38,28
"1134",1134,"08/02/1997",2.4,1997-02-08,1997,"1997",2,"Feb",6,39,28
"1135",1135,"09/02/1997",2.4,1997-02-09,1997,"1997",2,"Feb",6,40,28
"1136",1136,"10/02/1997",2.8,1997-02-10,1997,"1997",2,"Feb",6,41,28
"1137",1137,"11/02/1997",6.1,1997-02-11,1997,"1997",2,"Feb",6,42,28
"1138",1138,"12/02/1997",3.8,1997-02-12,1997,"1997",2,"Feb",7,43,28
"1139",1139,"13/02/1997",3.6,1997-02-13,1997,"1997",2,"Feb",7,44,28
"1140",1140,"14/02/1997",4.7,1997-02-14,1997,"1997",2,"Feb",7,45,28
"1141",1141,"15/02/1997",5.2,1997-02-15,1997,"1997",2,"Feb",7,46,28
"1142",1142,"16/02/1997",4.6,1997-02-16,1997,"1997",2,"Feb",7,47,28
"1143",1143,"17/02/1997",4.2,1997-02-17,1997,"1997",2,"Feb",7,48,28
"1144",1144,"18/02/1997",3.7,1997-02-18,1997,"1997",2,"Feb",7,49,28
"1145",1145,"19/02/1997",3.3,1997-02-19,1997,"1997",2,"Feb",8,50,28
"1146",1146,"20/02/1997",3.2,1997-02-20,1997,"1997",2,"Feb",8,51,28
"1147",1147,"21/02/1997",3.2,1997-02-21,1997,"1997",2,"Feb",8,52,28
"1148",1148,"22/02/1997",3,1997-02-22,1997,"1997",2,"Feb",8,53,28
"1149",1149,"23/02/1997",4.7,1997-02-23,1997,"1997",2,"Feb",8,54,28
"1150",1150,"24/02/1997",6.1,1997-02-24,1997,"1997",2,"Feb",8,55,28
"1151",1151,"25/02/1997",5.2,1997-02-25,1997,"1997",2,"Feb",8,56,28
"1152",1152,"26/02/1997",4.5,1997-02-26,1997,"1997",2,"Feb",9,57,28
"1153",1153,"27/02/1997",4.1,1997-02-27,1997,"1997",2,"Feb",9,58,28
"1154",1154,"28/02/1997",3.7,1997-02-28,1997,"1997",2,"Feb",9,59,28
"1155",1155,"01/03/1997",4.3,1997-03-01,1997,"1997",3,"Mar",9,60,31
"1156",1156,"02/03/1997",4,1997-03-02,1997,"1997",3,"Mar",9,61,31
"1157",1157,"03/03/1997",3.6,1997-03-03,1997,"1997",3,"Mar",9,62,31
"1158",1158,"04/03/1997",3.3,1997-03-04,1997,"1997",3,"Mar",9,63,31
"1159",1159,"05/03/1997",3.1,1997-03-05,1997,"1997",3,"Mar",10,64,31
"1160",1160,"06/03/1997",2.9,1997-03-06,1997,"1997",3,"Mar",10,65,31
"1161",1161,"07/03/1997",2.9,1997-03-07,1997,"1997",3,"Mar",10,66,31
"1162",1162,"08/03/1997",2.8,1997-03-08,1997,"1997",3,"Mar",10,67,31
"1163",1163,"09/03/1997",2.8,1997-03-09,1997,"1997",3,"Mar",10,68,31
"1164",1164,"10/03/1997",2.6,1997-03-10,1997,"1997",3,"Mar",10,69,31
"1165",1165,"11/03/1997",2.6,1997-03-11,1997,"1997",3,"Mar",10,70,31
"1166",1166,"12/03/1997",2.6,1997-03-12,1997,"1997",3,"Mar",11,71,31
"1167",1167,"13/03/1997",2.6,1997-03-13,1997,"1997",3,"Mar",11,72,31
"1168",1168,"14/03/1997",2.4,1997-03-14,1997,"1997",3,"Mar",11,73,31
"1169",1169,"15/03/1997",2.3,1997-03-15,1997,"1997",3,"Mar",11,74,31
"1170",1170,"16/03/1997",2.5,1997-03-16,1997,"1997",3,"Mar",11,75,31
"1171",1171,"17/03/1997",2.3,1997-03-17,1997,"1997",3,"Mar",11,76,31
"1172",1172,"18/03/1997",2.3,1997-03-18,1997,"1997",3,"Mar",11,77,31
"1173",1173,"19/03/1997",2.3,1997-03-19,1997,"1997",3,"Mar",12,78,31
"1174",1174,"20/03/1997",2.3,1997-03-20,1997,"1997",3,"Mar",12,79,31
"1175",1175,"21/03/1997",2.5,1997-03-21,1997,"1997",3,"Mar",12,80,31
"1176",1176,"22/03/1997",2.4,1997-03-22,1997,"1997",3,"Mar",12,81,31
"1177",1177,"23/03/1997",2.2,1997-03-23,1997,"1997",3,"Mar",12,82,31
"1178",1178,"24/03/1997",2.2,1997-03-24,1997,"1997",3,"Mar",12,83,31
"1179",1179,"25/03/1997",2.1,1997-03-25,1997,"1997",3,"Mar",12,84,31
"1180",1180,"26/03/1997",2.1,1997-03-26,1997,"1997",3,"Mar",13,85,31
"1181",1181,"27/03/1997",2.1,1997-03-27,1997,"1997",3,"Mar",13,86,31
"1182",1182,"28/03/1997",2.1,1997-03-28,1997,"1997",3,"Mar",13,87,31
"1183",1183,"29/03/1997",2.1,1997-03-29,1997,"1997",3,"Mar",13,88,31
"1184",1184,"30/03/1997",2.2,1997-03-30,1997,"1997",3,"Mar",13,89,31
"1185",1185,"31/03/1997",2.2,1997-03-31,1997,"1997",3,"Mar",13,90,31
"1186",1186,"01/04/1997",2.2,1997-04-01,1997,"1997",4,"Apr",13,91,30
"1187",1187,"02/04/1997",2.2,1997-04-02,1997,"1997",4,"Apr",14,92,30
"1188",1188,"03/04/1997",2.6,1997-04-03,1997,"1997",4,"Apr",14,93,30
"1189",1189,"04/04/1997",2.5,1997-04-04,1997,"1997",4,"Apr",14,94,30
"1190",1190,"05/04/1997",2.6,1997-04-05,1997,"1997",4,"Apr",14,95,30
"1191",1191,"06/04/1997",2.6,1997-04-06,1997,"1997",4,"Apr",14,96,30
"1192",1192,"07/04/1997",2.5,1997-04-07,1997,"1997",4,"Apr",14,97,30
"1193",1193,"08/04/1997",2.5,1997-04-08,1997,"1997",4,"Apr",14,98,30
"1194",1194,"09/04/1997",2.6,1997-04-09,1997,"1997",4,"Apr",15,99,30
"1195",1195,"10/04/1997",2.5,1997-04-10,1997,"1997",4,"Apr",15,100,30
"1196",1196,"11/04/1997",2.6,1997-04-11,1997,"1997",4,"Apr",15,101,30
"1197",1197,"12/04/1997",2.5,1997-04-12,1997,"1997",4,"Apr",15,102,30
"1198",1198,"13/04/1997",2.6,1997-04-13,1997,"1997",4,"Apr",15,103,30
"1199",1199,"14/04/1997",2.5,1997-04-14,1997,"1997",4,"Apr",15,104,30
"1200",1200,"15/04/1997",2.5,1997-04-15,1997,"1997",4,"Apr",15,105,30
"1201",1201,"16/04/1997",2.5,1997-04-16,1997,"1997",4,"Apr",16,106,30
"1202",1202,"17/04/1997",2.5,1997-04-17,1997,"1997",4,"Apr",16,107,30
"1203",1203,"18/04/1997",2.4,1997-04-18,1997,"1997",4,"Apr",16,108,30
"1204",1204,"19/04/1997",2.3,1997-04-19,1997,"1997",4,"Apr",16,109,30
"1205",1205,"20/04/1997",2.4,1997-04-20,1997,"1997",4,"Apr",16,110,30
"1206",1206,"21/04/1997",2.5,1997-04-21,1997,"1997",4,"Apr",16,111,30
"1207",1207,"22/04/1997",2.4,1997-04-22,1997,"1997",4,"Apr",16,112,30
"1208",1208,"23/04/1997",2.7,1997-04-23,1997,"1997",4,"Apr",17,113,30
"1209",1209,"24/04/1997",2.4,1997-04-24,1997,"1997",4,"Apr",17,114,30
"1210",1210,"25/04/1997",3.2,1997-04-25,1997,"1997",4,"Apr",17,115,30
"1211",1211,"26/04/1997",4.2,1997-04-26,1997,"1997",4,"Apr",17,116,30
"1212",1212,"27/04/1997",7.4,1997-04-27,1997,"1997",4,"Apr",17,117,30
"1213",1213,"28/04/1997",4.4,1997-04-28,1997,"1997",4,"Apr",17,118,30
"1214",1214,"29/04/1997",2.9,1997-04-29,1997,"1997",4,"Apr",17,119,30
"1215",1215,"30/04/1997",2.1,1997-04-30,1997,"1997",4,"Apr",18,120,30
"1216",1216,"01/05/1997",1.6,1997-05-01,1997,"1997",5,"May",18,121,31
"1217",1217,"02/05/1997",1.5,1997-05-02,1997,"1997",5,"May",18,122,31
"1218",1218,"03/05/1997",3.6,1997-05-03,1997,"1997",5,"May",18,123,31
"1219",1219,"04/05/1997",2.8,1997-05-04,1997,"1997",5,"May",18,124,31
"1220",1220,"05/05/1997",5.6,1997-05-05,1997,"1997",5,"May",18,125,31
"1221",1221,"06/05/1997",2.4,1997-05-06,1997,"1997",5,"May",18,126,31
"1222",1222,"07/05/1997",2,1997-05-07,1997,"1997",5,"May",19,127,31
"1223",1223,"08/05/1997",1.9,1997-05-08,1997,"1997",5,"May",19,128,31
"1224",1224,"09/05/1997",2.2,1997-05-09,1997,"1997",5,"May",19,129,31
"1225",1225,"10/05/1997",1.9,1997-05-10,1997,"1997",5,"May",19,130,31
"1226",1226,"11/05/1997",2.8,1997-05-11,1997,"1997",5,"May",19,131,31
"1227",1227,"12/05/1997",4.2,1997-05-12,1997,"1997",5,"May",19,132,31
"1228",1228,"13/05/1997",8.2,1997-05-13,1997,"1997",5,"May",19,133,31
"1229",1229,"14/05/1997",6.6,1997-05-14,1997,"1997",5,"May",20,134,31
"1230",1230,"15/05/1997",4.8,1997-05-15,1997,"1997",5,"May",20,135,31
"1231",1231,"16/05/1997",5.1,1997-05-16,1997,"1997",5,"May",20,136,31
"1232",1232,"17/05/1997",3.9,1997-05-17,1997,"1997",5,"May",20,137,31
"1233",1233,"18/05/1997",3.8,1997-05-18,1997,"1997",5,"May",20,138,31
"1234",1234,"19/05/1997",3.8,1997-05-19,1997,"1997",5,"May",20,139,31
"1235",1235,"20/05/1997",3.1,1997-05-20,1997,"1997",5,"May",20,140,31
"1236",1236,"21/05/1997",3.6,1997-05-21,1997,"1997",5,"May",21,141,31
"1237",1237,"22/05/1997",6.1,1997-05-22,1997,"1997",5,"May",21,142,31
"1238",1238,"23/05/1997",4.3,1997-05-23,1997,"1997",5,"May",21,143,31
"1239",1239,"24/05/1997",4.1,1997-05-24,1997,"1997",5,"May",21,144,31
"1240",1240,"25/05/1997",3.7,1997-05-25,1997,"1997",5,"May",21,145,31
"1241",1241,"26/05/1997",3.3,1997-05-26,1997,"1997",5,"May",21,146,31
"1242",1242,"27/05/1997",4.6,1997-05-27,1997,"1997",5,"May",21,147,31
"1243",1243,"28/05/1997",3.6,1997-05-28,1997,"1997",5,"May",22,148,31
"1244",1244,"29/05/1997",5.2,1997-05-29,1997,"1997",5,"May",22,149,31
"1245",1245,"30/05/1997",4.6,1997-05-30,1997,"1997",5,"May",22,150,31
"1246",1246,"31/05/1997",3.9,1997-05-31,1997,"1997",5,"May",22,151,31
"1247",1247,"01/06/1997",3.9,1997-06-01,1997,"1997",6,"Jun",22,152,30
"1248",1248,"02/06/1997",3,1997-06-02,1997,"1997",6,"Jun",22,153,30
"1249",1249,"03/06/1997",3.3,1997-06-03,1997,"1997",6,"Jun",22,154,30
"1250",1250,"04/06/1997",3,1997-06-04,1997,"1997",6,"Jun",23,155,30
"1251",1251,"05/06/1997",2.9,1997-06-05,1997,"1997",6,"Jun",23,156,30
"1252",1252,"06/06/1997",3.2,1997-06-06,1997,"1997",6,"Jun",23,157,30
"1253",1253,"07/06/1997",4,1997-06-07,1997,"1997",6,"Jun",23,158,30
"1254",1254,"08/06/1997",3.4,1997-06-08,1997,"1997",6,"Jun",23,159,30
"1255",1255,"09/06/1997",3.6,1997-06-09,1997,"1997",6,"Jun",23,160,30
"1256",1256,"10/06/1997",3.1,1997-06-10,1997,"1997",6,"Jun",23,161,30
"1257",1257,"11/06/1997",3.8,1997-06-11,1997,"1997",6,"Jun",24,162,30
"1258",1258,"12/06/1997",4.3,1997-06-12,1997,"1997",6,"Jun",24,163,30
"1259",1259,"13/06/1997",3.5,1997-06-13,1997,"1997",6,"Jun",24,164,30
"1260",1260,"14/06/1997",3.7,1997-06-14,1997,"1997",6,"Jun",24,165,30
"1261",1261,"15/06/1997",4.9,1997-06-15,1997,"1997",6,"Jun",24,166,30
"1262",1262,"16/06/1997",3.9,1997-06-16,1997,"1997",6,"Jun",24,167,30
"1263",1263,"17/06/1997",3.4,1997-06-17,1997,"1997",6,"Jun",24,168,30
"1264",1264,"18/06/1997",3.6,1997-06-18,1997,"1997",6,"Jun",25,169,30
"1265",1265,"19/06/1997",3.7,1997-06-19,1997,"1997",6,"Jun",25,170,30
"1266",1266,"20/06/1997",3.6,1997-06-20,1997,"1997",6,"Jun",25,171,30
"1267",1267,"21/06/1997",8.8,1997-06-21,1997,"1997",6,"Jun",25,172,30
"1268",1268,"22/06/1997",5.4,1997-06-22,1997,"1997",6,"Jun",25,173,30
"1269",1269,"23/06/1997",4.2,1997-06-23,1997,"1997",6,"Jun",25,174,30
"1270",1270,"24/06/1997",3.9,1997-06-24,1997,"1997",6,"Jun",25,175,30
"1271",1271,"25/06/1997",3.7,1997-06-25,1997,"1997",6,"Jun",26,176,30
"1272",1272,"26/06/1997",3.4,1997-06-26,1997,"1997",6,"Jun",26,177,30
"1273",1273,"27/06/1997",6.1,1997-06-27,1997,"1997",6,"Jun",26,178,30
"1274",1274,"28/06/1997",3.5,1997-06-28,1997,"1997",6,"Jun",26,179,30
"1275",1275,"29/06/1997",3.6,1997-06-29,1997,"1997",6,"Jun",26,180,30
"1276",1276,"30/06/1997",3.7,1997-06-30,1997,"1997",6,"Jun",26,181,30
"1277",1277,"01/07/1997",3.1,1997-07-01,1997,"1997",7,"Jul",26,182,31
"1278",1278,"02/07/1997",2.8,1997-07-02,1997,"1997",7,"Jul",27,183,31
"1279",1279,"03/07/1997",2.5,1997-07-03,1997,"1997",7,"Jul",27,184,31
"1280",1280,"04/07/1997",2.6,1997-07-04,1997,"1997",7,"Jul",27,185,31
"1281",1281,"05/07/1997",7.9,1997-07-05,1997,"1997",7,"Jul",27,186,31
"1282",1282,"06/07/1997",4.6,1997-07-06,1997,"1997",7,"Jul",27,187,31
"1283",1283,"07/07/1997",6.4,1997-07-07,1997,"1997",7,"Jul",27,188,31
"1284",1284,"08/07/1997",5.1,1997-07-08,1997,"1997",7,"Jul",27,189,31
"1285",1285,"09/07/1997",4.6,1997-07-09,1997,"1997",7,"Jul",28,190,31
"1286",1286,"10/07/1997",2.9,1997-07-10,1997,"1997",7,"Jul",28,191,31
"1287",1287,"11/07/1997",2.9,1997-07-11,1997,"1997",7,"Jul",28,192,31
"1288",1288,"12/07/1997",2.5,1997-07-12,1997,"1997",7,"Jul",28,193,31
"1289",1289,"13/07/1997",3.9,1997-07-13,1997,"1997",7,"Jul",28,194,31
"1290",1290,"14/07/1997",4.8,1997-07-14,1997,"1997",7,"Jul",28,195,31
"1291",1291,"15/07/1997",6.8,1997-07-15,1997,"1997",7,"Jul",28,196,31
"1292",1292,"16/07/1997",7.2,1997-07-16,1997,"1997",7,"Jul",29,197,31
"1293",1293,"17/07/1997",7,1997-07-17,1997,"1997",7,"Jul",29,198,31
"1294",1294,"18/07/1997",5.8,1997-07-18,1997,"1997",7,"Jul",29,199,31
"1295",1295,"19/07/1997",4.7,1997-07-19,1997,"1997",7,"Jul",29,200,31
"1296",1296,"20/07/1997",4.1,1997-07-20,1997,"1997",7,"Jul",29,201,31
"1297",1297,"21/07/1997",4,1997-07-21,1997,"1997",7,"Jul",29,202,31
"1298",1298,"22/07/1997",4.9,1997-07-22,1997,"1997",7,"Jul",29,203,31
"1299",1299,"23/07/1997",8.3,1997-07-23,1997,"1997",7,"Jul",30,204,31
"1300",1300,"24/07/1997",5.5,1997-07-24,1997,"1997",7,"Jul",30,205,31
"1301",1301,"25/07/1997",5.1,1997-07-25,1997,"1997",7,"Jul",30,206,31
"1302",1302,"26/07/1997",4.8,1997-07-26,1997,"1997",7,"Jul",30,207,31
"1303",1303,"27/07/1997",4.7,1997-07-27,1997,"1997",7,"Jul",30,208,31
"1304",1304,"28/07/1997",4.9,1997-07-28,1997,"1997",7,"Jul",30,209,31
"1305",1305,"29/07/1997",4.9,1997-07-29,1997,"1997",7,"Jul",30,210,31
"1306",1306,"30/07/1997",5.4,1997-07-30,1997,"1997",7,"Jul",31,211,31
"1307",1307,"31/07/1997",4.5,1997-07-31,1997,"1997",7,"Jul",31,212,31
"1308",1308,"01/08/1997",4.2,1997-08-01,1997,"1997",8,"Aug",31,213,31
"1309",1309,"02/08/1997",4,1997-08-02,1997,"1997",8,"Aug",31,214,31
"1310",1310,"03/08/1997",3.6,1997-08-03,1997,"1997",8,"Aug",31,215,31
"1311",1311,"04/08/1997",27.3,1997-08-04,1997,"1997",8,"Aug",31,216,31
"1312",1312,"05/08/1997",19.9,1997-08-05,1997,"1997",8,"Aug",31,217,31
"1313",1313,"06/08/1997",9.7,1997-08-06,1997,"1997",8,"Aug",32,218,31
"1314",1314,"07/08/1997",8.2,1997-08-07,1997,"1997",8,"Aug",32,219,31
"1315",1315,"08/08/1997",7.3,1997-08-08,1997,"1997",8,"Aug",32,220,31
"1316",1316,"09/08/1997",6.9,1997-08-09,1997,"1997",8,"Aug",32,221,31
"1317",1317,"10/08/1997",6.4,1997-08-10,1997,"1997",8,"Aug",32,222,31
"1318",1318,"11/08/1997",5.6,1997-08-11,1997,"1997",8,"Aug",32,223,31
"1319",1319,"12/08/1997",5.1,1997-08-12,1997,"1997",8,"Aug",32,224,31
"1320",1320,"13/08/1997",5.6,1997-08-13,1997,"1997",8,"Aug",33,225,31
"1321",1321,"14/08/1997",5.4,1997-08-14,1997,"1997",8,"Aug",33,226,31
"1322",1322,"15/08/1997",7.5,1997-08-15,1997,"1997",8,"Aug",33,227,31
"1323",1323,"16/08/1997",5.4,1997-08-16,1997,"1997",8,"Aug",33,228,31
"1324",1324,"17/08/1997",4.8,1997-08-17,1997,"1997",8,"Aug",33,229,31
"1325",1325,"18/08/1997",6.1,1997-08-18,1997,"1997",8,"Aug",33,230,31
"1326",1326,"19/08/1997",6.1,1997-08-19,1997,"1997",8,"Aug",33,231,31
"1327",1327,"20/08/1997",4.8,1997-08-20,1997,"1997",8,"Aug",34,232,31
"1328",1328,"21/08/1997",4.4,1997-08-21,1997,"1997",8,"Aug",34,233,31
"1329",1329,"22/08/1997",4.9,1997-08-22,1997,"1997",8,"Aug",34,234,31
"1330",1330,"23/08/1997",5.6,1997-08-23,1997,"1997",8,"Aug",34,235,31
"1331",1331,"24/08/1997",4.9,1997-08-24,1997,"1997",8,"Aug",34,236,31
"1332",1332,"25/08/1997",3.9,1997-08-25,1997,"1997",8,"Aug",34,237,31
"1333",1333,"26/08/1997",4.2,1997-08-26,1997,"1997",8,"Aug",34,238,31
"1334",1334,"27/08/1997",4.5,1997-08-27,1997,"1997",8,"Aug",35,239,31
"1335",1335,"28/08/1997",5,1997-08-28,1997,"1997",8,"Aug",35,240,31
"1336",1336,"29/08/1997",6.1,1997-08-29,1997,"1997",8,"Aug",35,241,31
"1337",1337,"30/08/1997",4.7,1997-08-30,1997,"1997",8,"Aug",35,242,31
"1338",1338,"31/08/1997",4.8,1997-08-31,1997,"1997",8,"Aug",35,243,31
"1339",1339,"01/09/1997",4.2,1997-09-01,1997,"1997",9,"Sep",35,244,30
"1340",1340,"02/09/1997",4.2,1997-09-02,1997,"1997",9,"Sep",35,245,30
"1341",1341,"03/09/1997",4.6,1997-09-03,1997,"1997",9,"Sep",36,246,30
"1342",1342,"04/09/1997",5.6,1997-09-04,1997,"1997",9,"Sep",36,247,30
"1343",1343,"05/09/1997",3.7,1997-09-05,1997,"1997",9,"Sep",36,248,30
"1344",1344,"06/09/1997",3.4,1997-09-06,1997,"1997",9,"Sep",36,249,30
"1345",1345,"07/09/1997",6.7,1997-09-07,1997,"1997",9,"Sep",36,250,30
"1346",1346,"08/09/1997",4.9,1997-09-08,1997,"1997",9,"Sep",36,251,30
"1347",1347,"09/09/1997",4.5,1997-09-09,1997,"1997",9,"Sep",36,252,30
"1348",1348,"10/09/1997",4,1997-09-10,1997,"1997",9,"Sep",37,253,30
"1349",1349,"11/09/1997",7.8,1997-09-11,1997,"1997",9,"Sep",37,254,30
"1350",1350,"12/09/1997",4.9,1997-09-12,1997,"1997",9,"Sep",37,255,30
"1351",1351,"13/09/1997",4.4,1997-09-13,1997,"1997",9,"Sep",37,256,30
"1352",1352,"14/09/1997",3.6,1997-09-14,1997,"1997",9,"Sep",37,257,30
"1353",1353,"15/09/1997",3.6,1997-09-15,1997,"1997",9,"Sep",37,258,30
"1354",1354,"16/09/1997",9.3,1997-09-16,1997,"1997",9,"Sep",37,259,30
"1355",1355,"17/09/1997",6,1997-09-17,1997,"1997",9,"Sep",38,260,30
"1356",1356,"18/09/1997",8,1997-09-18,1997,"1997",9,"Sep",38,261,30
"1357",1357,"19/09/1997",7.6,1997-09-19,1997,"1997",9,"Sep",38,262,30
"1358",1358,"20/09/1997",7.2,1997-09-20,1997,"1997",9,"Sep",38,263,30
"1359",1359,"21/09/1997",6.8,1997-09-21,1997,"1997",9,"Sep",38,264,30
"1360",1360,"22/09/1997",6.4,1997-09-22,1997,"1997",9,"Sep",38,265,30
"1361",1361,"23/09/1997",6,1997-09-23,1997,"1997",9,"Sep",38,266,30
"1362",1362,"24/09/1997",5.6,1997-09-24,1997,"1997",9,"Sep",39,267,30
"1363",1363,"25/09/1997",6.4,1997-09-25,1997,"1997",9,"Sep",39,268,30
"1364",1364,"26/09/1997",8.3,1997-09-26,1997,"1997",9,"Sep",39,269,30
"1365",1365,"27/09/1997",6.8,1997-09-27,1997,"1997",9,"Sep",39,270,30
"1366",1366,"28/09/1997",7,1997-09-28,1997,"1997",9,"Sep",39,271,30
"1367",1367,"29/09/1997",7,1997-09-29,1997,"1997",9,"Sep",39,272,30
"1368",1368,"30/09/1997",5.5,1997-09-30,1997,"1997",9,"Sep",39,273,30
"1369",1369,"01/10/1997",5.3,1997-10-01,1997,"1997",10,"Oct",40,274,31
"1370",1370,"02/10/1997",5,1997-10-02,1997,"1997",10,"Oct",40,275,31
"1371",1371,"03/10/1997",4.8,1997-10-03,1997,"1997",10,"Oct",40,276,31
"1372",1372,"04/10/1997",4.5,1997-10-04,1997,"1997",10,"Oct",40,277,31
"1373",1373,"05/10/1997",6.5,1997-10-05,1997,"1997",10,"Oct",40,278,31
